country_code,country,region,overall_score,goal_1_score,goal_2_score,goal_3_score,goal_4_score,goal_5_score,goal_6_score,goal_7_score,goal_8_score,goal_9_score,goal_10_score,goal_11_score,goal_12_score,goal_13_score,goal_14_score,goal_15_score,goal_16_score,goal_17_score
GMB,"Gambia, The",Sub-Saharan Africa,58.30157717,59.359,47.62685714,48.60078571,51.493,43.1245,59.8762,30.4375,65.74085714,24.63914286,69.075,54.94575,96.16828571,99.02433333,63.71725,83.0252,47.7144,46.55875
SYR,Syrian Arab Republic,MENA,58.18092091,,31.10866667,61.29907692,61.819,34.097,62.8848,61.76075,70.19025,23.89814286,62.978,39.74433333,91.92283333,96.406,49.9342,56.5114,46.68928571,50.87566667
MLI,Mali,Sub-Saharan Africa,57.98284701,44.395,59.288875,40.6655,10.60775,60.14125,61.7106,34.53725,72.24342857,21.16542857,68.8875,59.9585,94.52585714,99.00433333,,86.756,55.13277778,50.35375
SWZ,Eswatini,Sub-Saharan Africa,57.85070876,33.6635,50.428125,35.679,74.219,70.0385,50.51575,70.5075,44.767,40.89916667,11.831,86.8095,85.26733333,97.4725,,50.5542,53.674625,60.80075
MRT,Mauritania,Sub-Saharan Africa,57.23236891,76.975,42.60285714,51.83964286,47.028,38.6505,58.1606,37.601,50.401,25.602,81.848,45.138,90.70057143,97.197,71.49733333,51.103,51.0441,55.56166667
TZA,Tanzania,Sub-Saharan Africa,56.83294186,25.558,60.984375,46.222,48.695,70.79,51.6648,34.32875,73.32442857,27.20942857,50.3775,59.79975,95.27871429,99.08833333,69.7895,59.616,42.88718182,50.54625
MWI,Malawi,Sub-Saharan Africa,56.29572536,0,61.67114286,49.6615,52.83133333,70.05675,52.4742,41.96025,67.28171429,20.28671429,58.507,58.18525,97.93657143,99.56433333,,60.3582,51.45827273,48.4595
TGO,Togo,Sub-Saharan Africa,56.26487556,31.4185,60.989125,45.7295,80.10675,42.36625,50.8932,27.2295,70.67257143,23.08971429,41.639,44.536,96.33085714,98.92866667,70.876,77.69775,42.419,51.5805
SLE,Sierra Leone,Sub-Saharan Africa,55.66940203,49.1385,56.665375,36.60785714,50.31725,46.6365,49.09,16.49675,67.13571429,14.20457143,69.7005,37.97175,97.824,99.34,78.47316667,63.7444,53.321,59.7125
ZWE,Zimbabwe,Sub-Saharan Africa,55.60229222,21.453,48.491,41.90771429,62.497,77.1775,51.0746,41.62825,63.16471429,26.964,23.981,65.65425,94.50428571,94.256,,77.8926,40.47745455,47.781
CMR,Cameroon,Sub-Saharan Africa,55.14965887,50.573,61.30457143,39.82707143,49.24775,56.03025,55.969,49.14375,68.81914286,29.423,23.0985,42.426,96.35,98.12933333,73.699,63.5434,36.23218182,43.72825
BEN,Benin,Sub-Saharan Africa,55.1176285,57.2005,65.352625,41.99057143,57.28,34.1985,49.4148,11.8005,76.02757143,25.91466667,61.993,39.12475,96.91116667,97.82133333,59.989,66.4124,45.9738,49.5945
UGA,Uganda,Sub-Saharan Africa,55.02406478,25.413,66.65685714,49.32642857,40.84775,67.838,47.393,38.22025,69.31371429,30.27171429,39.7475,43.3255,96.27357143,99.38666667,,64.0668,42.81,48.18375
GIN,Guinea,Sub-Saharan Africa,54.88727619,60.4645,58.15514286,32.33971429,33.41325,28.019,51.699,27.68925,67.76428571,13.28128571,91.7615,52.7455,96.51283333,98.382,57.831,69.0438,38.9823,54.99933333
LSO,Lesotho,Sub-Saharan Africa,54.86989377,36.732,49.197125,24.28728571,51.111,74.81325,49.652,26.20275,46.53025,26.37214286,27.462,66.20775,98.62266667,97.485,,74.22975,45.883375,71.66525
ETH,Ethiopia,Sub-Saharan Africa,54.54639699,48.808,53.71614286,46.47614286,31.719,59.6975,38.6896,34.06725,66.08514286,26.31757143,71.655,47.9975,98.8112,98.239,,57.84,34.7021,46.133
ZMB,Zambia,Sub-Saharan Africa,54.28413607,9.883,59.47242857,45.57735714,66.72966667,65.12025,52.9272,44.718,65.14314286,20.18271429,8.31,58.14025,94.86757143,97.95333333,,68.4188,44.104,54.948
NGA,Nigeria,Sub-Saharan Africa,54.27087045,49.9235,61.065875,36.196,38.75066667,39.22425,59.7088,24.98075,66.56766667,40.60571429,72.796,29.44225,95.55628571,96.745,62.07816667,76.3636,34.67027273,37.93
BDI,Burundi,Sub-Saharan Africa,53.91146653,0,59.52271429,48.54792857,50.18425,60.49075,55.2334,19.259,54.95683333,12.12785714,58.366,60.00375,96.55385714,99.75866667,,72.2062,50.699375,52.24975
PNG,Papua New Guinea,Oceania,53.60445304,30.792,33.94866667,43.23092308,53.8835,48.38875,42.4882,36.958,76.9334,9.679857143,43.6875,71.8105,96.46457143,95.151,72.13383333,64.0815,52.092,39.5515
MOZ,Mozambique,Sub-Saharan Africa,52.68726507,3.1545,54.29075,31.65215385,55.08966667,64.95275,54.6988,35.58725,66.87242857,14.08914286,12.676,62.79875,97.89271429,98.29966667,72.02283333,63.1136,47.6085,60.884
DJI,Djibouti,Sub-Saharan Africa,52.67871036,64.737,53.02485714,50.91278571,24.33366667,39.34466667,57.6956,16.7075,53.5665,36.52666667,44.391,71.01066667,87.7575,90.625,57.5865,37.5625,56.538,53.21766667
COG,"Congo, Rep.",Sub-Saharan Africa,52.63154388,24.022,53.156,45.59564286,47.32,54.806,51.9926,44.1345,54.18571429,8.091666667,19.859,51.24025,95.2836,92.18066667,72.0104,83.5404,48.19355556,49.12425
HTI,Haiti,LAC,52.57651422,42.156,51.235875,40.6895,68.967,41.79025,54.3334,22.5685,57.718,23.46866667,47.251,39.74475,93.952,98.83033333,64.957,64.9938,37.349,43.79566667
BFA,Burkina Faso,Sub-Saharan Africa,52.44550392,26.894,58.639125,46.63228571,26.67975,40.677,44.838,21.08725,70.17542857,21.92414286,22.1125,60.48,95.61228571,98.802,,87.9436,45.5246,57.217
COM,Comoros,Sub-Saharan Africa,51.73064216,51.769,45.2495,55.2605,39.42775,33.92825,49.00975,39.2015,43.47133333,21.66066667,25.617,52.1295,95.7825,99.085,43.063,71.2255,52.49016667,61.05
AGO,Angola,Sub-Saharan Africa,50.81798457,33.2195,54.785375,35.15078571,44.64475,49.715,54.2946,43.601,58.96728571,13.71114286,16.479,43.2265,94.145,96.3165,67.42766667,66.2902,41.55818182,50.37325
MDG,Madagascar,Sub-Saharan Africa,50.25456036,4.2355,53.48075,32.94171429,54.5255,68.123,44.8658,36.618,64.71342857,10.25657143,40.17,52.975,96.69542857,99.35166667,65.88366667,49.489,37.354,42.6485
LBR,Liberia,Sub-Saharan Africa,49.88381024,26.398,47.77614286,32.81507692,37.13325,44.108,53.002,13.282,66.44614286,11.58628571,72.1075,29.805,96.1226,98.843,83.52716667,48.1982,41.01290909,45.8615
AFG,Afghanistan,E. Europe & C. Asia,49.00560144,12.4105,46.91514286,37.48671429,34.366,32.92625,50.426,35.9325,39.535,9.724571429,,24.494,96.67985714,99.03433333,,73.2382,44.79618182,45.289
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,48.58170068,8.1545,51.681375,34.23714286,42.65966667,43.17475,43.184,28.854,60.48057143,14.408,43.0305,35.67,97.67616667,99.56066667,77.88675,69.7746,36.17722222,39.279
SDN,Sudan,Sub-Saharan Africa,48.5525944,32.5415,21.89833333,51.92142857,31.7955,42.60925,32.6,55.1195,44.17885714,15.40028571,75.0325,34.808,97.2502,99.139,61.7228,49.249,43.8482,36.27975
NER,Niger,Sub-Saharan Africa,48.30976092,12.8375,45.26114286,37.60585714,3.028,43.66275,43.3068,10.9025,67.57971429,11.28042857,63.1655,46.1845,96.21283333,99.49233333,,73.791,48.96872727,51.65175
SOM,Somalia,Sub-Saharan Africa,48.02723119,11.274,27.30683333,17.86092308,55.639,25.861,49.3006,43.31575,55.6695,5.599857143,73.803,69.41766667,94.129,99.92533333,50.2512,53.3714,40.0122,43.72566667
YEM,"Yemen, Rep.",MENA,46.84698025,4.5525,28.76971429,44.46742857,41.76675,13.05475,36.2314,36.916,53.2378,14.22371429,66.2925,52.95275,95.95914286,98.667,74.93666667,48.3705,35.90571429,50.09433333
TCD,Chad,Sub-Saharan Africa,45.34232094,25.427,38.53471429,27.06107143,13.30775,30.8355,42.4036,8.697,64.42433333,9.631571429,63.0405,32.82225,90.99416667,99.079,,76.1944,29.438,52.594
CAF,Central African Republic,Sub-Saharan Africa,40.39583943,3.182,36.468,12.95271429,19.30575,34.20075,40.4204,19.44975,53.38233333,7.064714286,9.5775,21.89866667,94.46214286,99.46333333,,89.7172,42.33266667,36.51675
SSD,South Sudan,Sub-Saharan Africa,38.67608607,0,19.8058,23.86171429,1.23225,55.98875,41.0406,11.394,50.917,1.654833333,26.6195,13.82625,90.96,99.408,,74.687,38.14116667,41.622
